Symbol ,Series ,LTP ,%chng ,Mkt Cap (₹ Crores),Volume (Lakhs),Value (₹ Crores)
KIRLOSIND,EQ,3379.4,12.94,3518.98,0.64,20.83
BAJAJELEC,EQ,635.85,4.12,7334.04,3.3,20.73
MON100,EQ,177.68,0.67,8966.35,11.64,20.68
TATACOMM,EQ,1566.6,0.08,44648.1,1.3,20.49
CHOLAHLDNG,EQ,1843,3.27,34607.39,1.11,20.42
SHRIPISTON,EQ,2389.1,1.19,10523.94,0.86,20.38
TI,EQ,301.7,0.84,5841.94,6.78,20.34
GODREJAGRO,EQ,739.25,1.54,14213.29,2.73,20.17
IIFLCAPS,EQ,271.57,4.84,8417.47,7.41,20
POLYMED,EQ,2382.9,-1.72,24144.9,0.83,19.89
SBICARD,EQ,899,1.34,85530.24,2.18,19.53
RENUKA,EQ,30.38,2.95,6466.35,64.36,19.51
WOCKPHARMA,EQ,1269,-0.61,20619.42,1.53,19.48
NAVKARCORP,EQ,109.8,3.97,1652.7,17.76,19.48
TEGA,EQ,1458.5,5.78,9704.2,1.35,19.27
FACT,EQ,828.85,0.76,53632.56,2.32,19.23
MOSCHIP,EQ,177.92,8.42,3408.55,11.1,19.12
AVANTIFEED,EQ,872.65,-2.34,11889.47,2.18,19.07
SANGHVIMOV,EQ,303,4,2623.25,6.25,18.96
PIIND,EQ,3636,-0.07,55164.71,0.52,18.9
SHYAMMETL,EQ,895.05,-2.05,24983.7,2.09,18.89
TARIL,EQ,511.95,0.2,15366.99,3.66,18.87
EPACK,EQ,363.35,1.78,3486.99,5.19,18.79
HSCL,EQ,446.75,0.33,22055.21,4.2,18.73
ABSLAMC,EQ,686.05,1.84,19792.18,2.75,18.69
OMINFRAL,EQ,140.16,12.42,1349.79,13.44,18.68
WAAREERTL,EQ,1006.6,2.88,10493.46,1.85,18.61
GENESYS,EQ,726,2.81,2895.61,2.55,18.57
PGINVIT,IV,83.14,0.19,7565.73,22.33,18.53
MANORAMA,EQ,1436,3.44,8558.42,1.33,18.51
GMRAIRPORT,EQ,87.69,0.57,92591.66,21.05,18.5
BOSCHLTD,EQ,31540,1.27,93022.94,0.06,18.48
IGL,EQ,206.17,1.39,28863.83,8.97,18.44
TIMKEN,EQ,2931.5,2.76,22050.37,0.63,18.3
HOMEFIRST,EQ,1168.6,-0.11,12055.77,1.57,18.29
KIRLPNU,EQ,1194.5,2.12,7751.99,1.52,18.16
BALKRISIND,EQ,2742.9,1.74,53024.97,0.66,18.05
BERGEPAINT,EQ,546.45,0.65,63710.32,3.32,18.04
AMIORG,EQ,1172.9,-0.04,9602.41,1.53,17.9
TIMETECHNO,EQ,343.6,2.74,7797.28,5.22,17.82
LXCHEM,EQ,193.06,-0.2,5349.05,9.17,17.73
CHENNPETRO,EQ,625.75,0.74,9318.13,2.83,17.69
ATHERENERG,EQ,301,-0.55,11211.04,5.88,17.69
JPPOWER,EQ,14.59,1.04,9999.2,121.11,17.63
CANFINHOME,EQ,741.85,2.96,9878.04,2.4,17.63
ASHAPURMIN,EQ,375.95,3.14,3591.3,4.68,17.63
LIQUIDETF,EQ,1000,0,599.88,1.76,17.58
TTML,EQ,58.36,1.5,11408.96,29.91,17.56
MOREPENLAB,EQ,60.26,0.15,3301.97,28.93,17.55
CAMLINFINE,EQ,179.12,1.2,3366.04,9.76,17.55
POWERMECH,EQ,2838.9,2.01,8975.55,0.62,17.5
GRAPHITE,EQ,474.35,2.51,9267.64,3.65,17.34
RCF,EQ,143.46,0.72,7914.52,12.05,17.32
JYOTHYLAB,EQ,341.45,1.56,12538.54,5.08,17.27
RAYMOND,BE,551.2,4.99,3669.54,3.15,17.21
JYOTISTRUC,EQ,20.18,3.06,2399.39,85.47,17.13
DEEPAKNTR,EQ,1965.5,0.89,26808.05,0.86,16.97
RRKABEL,EQ,1307.7,-0.69,14786.54,1.28,16.86
NATCOPHARM,EQ,831,0.72,14884.03,2.03,16.85
TVSHLTD,EQ,10043.5,6.64,20320.11,0.17,16.8
EIEL,EQ,211.7,0.82,3715.97,7.92,16.79
LIQUIDIETF,EQ,1000,0,2434.71,1.67,16.73
AFCONS,EQ,451.65,-1.24,16610.99,3.69,16.72
GOKEX,EQ,996,-0.98,7118.06,1.66,16.58
CREDITACC,EQ,1191.9,0.35,19036.98,1.37,16.37
MAPMYINDIA,EQ,2060.5,-0.74,11213.26,0.78,16.34
KTKBANK,EQ,206.81,1.93,7816.11,7.91,16.34
GMDCLTD,EQ,317.3,1.96,10090.14,5.08,16.11
ABDL,EQ,383.95,0.8,10739.47,4.24,16.11
CASTROLIND,EQ,206.01,0.42,20376.91,7.76,16.03
SANDUMA,EQ,529.3,-0.48,8576.51,3,15.99
BANKBEES,EQ,561.19,-0.36,7556.38,2.83,15.92
PANACEABIO,EQ,561.35,4.1,3438.31,2.84,15.9
FINEORG,EQ,4494.5,4.57,13780.13,0.36,15.8
AKUMS,EQ,520.25,1.38,8188.42,3.06,15.76
NORTHARC,EQ,218.25,2.52,3522.1,7.2,15.61
INDIAMART,EQ,2306.1,-1.88,13844.01,0.67,15.5
WHIRLPOOL,EQ,1275.7,0.77,16185.04,1.21,15.48
SSWL,EQ,240.79,4.6,3778.7,6.48,15.45
ANUP,EQ,2997,-0.93,6001.93,0.51,15.44
GODIGIT,EQ,298.35,-0.67,27538.48,5.11,15.42
JYOTICNC,EQ,1235,0.03,28086.75,1.25,15.41
WELCORP,EQ,775.1,1.05,20402.33,1.99,15.39
EIDPARRY,EQ,916.4,2.22,16291.6,1.7,15.39
EPL,EQ,225.73,-2.81,7214.91,6.73,15.36
ALLCARGO,EQ,30.96,3.27,3042.69,49.95,15.35
IPL,EQ,163.51,9.28,1883.04,9.45,15.31
RALLIS,EQ,269.34,3.88,5237.83,5.58,14.89
ARVINDFASN,EQ,450.15,5.97,6000.87,3.35,14.88
VADILALIND,EQ,7015.5,3.34,5042.62,0.22,14.84
BRIGADE,EQ,1086.2,0.54,26543.97,1.36,14.82
INDIACEM,EQ,320.75,0.8,9939.95,4.61,14.79
ARVIND,EQ,396.35,1.1,10377.16,3.74,14.78
PTC,EQ,185.17,1.11,5481.19,7.94,14.73
BAJAJHIND,EQ,21.44,3.33,2738.66,69.18,14.73
JUNIORBEES,EQ,700.14,0.49,5972.7,2.08,14.62
RAMASTEEL,EQ,11.17,-0.8,1736.08,129.45,14.61
NSLNISP,EQ,37.35,3.15,10945.81,39.05,14.49
NIVABUPA,EQ,84.62,-0.26,15468.25,17.06,14.47
ASIANENE,EQ,334,7.29,1495.47,4.42,14.37
JBCHEPHARM,EQ,1615.8,2.08,25154.32,0.9,14.37
GMRP&UI,EQ,117.5,2.89,8399.33,12.2,14.33
IXIGO,EQ,166.54,0.85,6496.9,8.53,14.28
DREDGECORP,EQ,663.8,8.14,1858.64,2.17,14.2
TATACHEM,EQ,838.3,0.18,21356.22,1.68,14.14
ORIANA,SM,1512.3,5,3072.87,0.94,14.04
EMIL,EQ,132.5,0,5097.92,10.53,14.01
SEQUENT,EQ,174.45,4.14,4366.52,8.09,14.01
AIRTELPP,E1,1374.15,0.8,53906.21,1.01,14
LTTS,EQ,4412.1,1.03,46715.51,0.32,13.91
RIIL,EQ,902.85,2.57,1363.3,1.54,13.89
AGI,EQ,833.9,-1.54,5395.11,1.66,13.87
MARINE,EQ,213.6,1.98,2946.49,6.44,13.69
BORORENEW,EQ,544,4.36,7206.19,2.54,13.64
NAVA,EQ,466.25,-1.2,13194.93,2.88,13.52
CSBBANK,EQ,350.7,-1.56,6084.15,3.79,13.4
SKIPPER,EQ,474.55,1.82,5354.04,2.84,13.37
ITBEES,EQ,40.81,0.89,2261.35,32.42,13.23
FINCABLES,EQ,917.95,-0.16,14039.07,1.43,13.23
ABREL,EQ,1985.9,2.72,22181.65,0.67,13.09
JKCEMENT,EQ,5292.5,1.74,40894.22,0.25,13.06
AADHARHFC,EQ,452.4,-1.77,19515.83,2.86,12.97
GSPL,EQ,344.05,-0.92,19411.69,3.74,12.89
JSWINFRA,EQ,295.15,0.24,61981.55,4.34,12.85
CENTUM,EQ,1979,-2.05,2910.55,0.64,12.83
DAMCAPITAL,EQ,218.72,0.27,1546.04,5.82,12.8
CONCORDBIO,EQ,1509.9,0.28,15796,0.85,12.79
AXISGOLD,EQ,78.84,-1.02,1674.53,16.17,12.75
SENORES,EQ,553.3,1.44,2548.15,2.31,12.74
QUADFUTURE,EQ,472.5,0.63,1890,2.69,12.74
MTNL,EQ,42.05,1.28,2649.15,29.71,12.58
ICICIPRULI,EQ,607.35,0.61,87797.28,2.08,12.58
CPSEETF,EQ,90.17,1.41,37454.6,13.96,12.56
GICRE,EQ,417.5,0.34,73246.2,3.01,12.56
SHARDACROP,EQ,572.7,1.2,5166.93,2.19,12.51
RAYMONDLSL,EQ,979.35,-3.03,5966.56,1.26,12.47
BAJAJHLDNG,EQ,12038,0.98,133975.13,0.1,12.43
AJANTPHARM,EQ,2574.4,-0.71,32157.37,0.48,12.36
AARTIDRUGS,EQ,456.2,0.6,4163.74,2.72,12.34
PARACABLES,EQ,54.61,0.59,1665.78,22.24,12.3
63MOONS,EQ,742.95,5,3423.4,1.66,12.27
KRISHNADEF,SM,920,8.33,1293.43,1.34,12.12
UBL,EQ,2073.2,1.85,54816.48,0.59,12.11
ERIS,EQ,1475.5,2.12,20094.1,0.82,11.95
HERITGFOOD,EQ,412.95,1.54,3832.01,2.9,11.92
AFFLE,EQ,1601.2,0.65,22496.27,0.74,11.87
KITEX,EQ,252.2,2.23,5031.39,4.71,11.81
METALIETF,EQ,9.03,2.38,168.61,130.43,11.76
EQUITASBNK,EQ,64.33,0.48,7334.78,18.32,11.76
TAJGVK,EQ,401.75,-1.29,2519.03,2.9,11.69
LEMONTREE,EQ,139.12,0.2,11021.73,8.31,11.62
JISLJALEQS,EQ,56.5,-0.23,3795.8,20.38,11.55
TRIDENT,EQ,28.64,1.13,14594.82,39.63,11.37
CAPLIPOINT,EQ,2017.1,0.68,15332.32,0.56,11.35
ASHOKA,EQ,194.04,0.74,5447.15,5.83,11.31
CENTRALBK,EQ,36.71,0.14,33227.69,30.75,11.31
PVRINOX,EQ,940,-0.72,9230.8,1.2,11.25
DYNAMATECH,EQ,7147.5,3.96,4854.18,0.16,11.21
KIRLOSENG,EQ,725.7,0.97,10535.66,1.55,11.19
INOXINDIA,EQ,1091.9,3.42,9910.47,1.03,11.11
EUREKAFORB,EQ,533.55,3.48,10318.38,2.08,11.02
SKFINDIA,EQ,4246,0.92,20991.36,0.26,11.01
ACE,EQ,1220.1,-0.41,14529.34,0.9,11
NFL,EQ,88.97,1.36,4364.68,12.24,10.85
SUNDARMFIN,EQ,5149,2.96,57207.38,0.21,10.84
LMW,EQ,17815,1.92,19031.76,0.06,10.79
NEULANDLAB,EQ,12654,0.53,16234.94,0.09,10.77
SOBHA,EQ,1320,1.18,14113.08,0.81,10.72
MRPL,EQ,133.09,0.8,23325.34,8.07,10.72
VENTIVE,EQ,775,-2.02,18099.47,1.38,10.67
FLUOROCHEM,EQ,3861.6,0.45,42419.68,0.28,10.67
BBL,EQ,3276,0.88,3702.9,0.32,10.65
ARKADE,EQ,162.21,-1.26,3011.65,6.53,10.65
UCOBANK,EQ,31.19,0.22,39110.88,33.98,10.63
IOB,EQ,37.62,0.32,72443.29,28.19,10.63
AVALON,EQ,837.25,-2.06,5566.42,1.26,10.62
BATAINDIA,EQ,1202.2,-0.05,15451.58,0.88,10.62
SCHNEIDER,EQ,624,0.62,14920.09,1.69,10.62
AVANTEL,EQ,117.82,3.36,3121.78,9.07,10.56
GODREJIND,EQ,1176,2.93,39602.05,0.9,10.49
JKPAPER,EQ,339.5,2.17,5751.21,3.09,10.46
RELIGARE,EQ,213.59,-0.5,7062.43,4.86,10.45
FINPIPE,EQ,186.6,1.76,11578.1,5.62,10.42
RAINBOW,EQ,1374.9,1.1,13962.34,0.76,10.42
LUMAXTECH,EQ,609.25,2.06,4152.51,1.69,10.37
PNGJL,EQ,560,-0.16,7599.67,1.8,10.16
CRISIL,EQ,5115.2,0,37407.47,0.19,9.96
VSTTILLERS,EQ,3716.9,-0.59,3212.65,0.27,9.93
RTNINDIA,EQ,46.3,0.81,6399.91,21.54,9.91
3MINDIA,EQ,29355,0.76,33068.61,0.03,9.87
DHANI,EQ,60.56,1.15,3653.18,16.09,9.83
BAYERCROP,EQ,4843.9,1.63,24271.45,0.2,9.7
QUESS,EQ,370.25,1.88,5514.85,2.63,9.69
HAPPSTMNDS,EQ,593.55,0.03,9038.27,1.62,9.67
ELGIEQUIP,EQ,470.35,2.01,14905.82,2.05,9.61
MANINFRA,EQ,165.99,1.56,6229.43,5.79,9.6
PNCINFRA,EQ,260,-0.13,6670.02,3.65,9.54
SENCO,EQ,360.05,1.37,5893.34,2.66,9.54
SALZERELEC,EQ,1056.55,1.98,1868.27,0.9,9.51
EMAMILTD,EQ,635.4,2.4,27735.21,1.5,9.47
CIGNITITEC,EQ,1563.6,2.28,4283.79,0.61,9.45
SYMPHONY,EQ,1304.9,-1.23,8960.93,0.71,9.39
IONEXCHANG,EQ,558.8,2.19,8195.73,1.69,9.38
MANGCHEFER,EQ,238.77,2.66,2829.79,3.94,9.38
STAR,EQ,663.05,-0.46,6110.85,1.41,9.34
MANALIPETC,EQ,57.44,7.89,987.96,16.05,9.31
KOLTEPATIL,EQ,353.35,2.64,2685.62,2.66,9.29
CGCL,EQ,169.3,0.97,13969.22,5.45,9.25
JUSTDIAL,EQ,935.25,-0.35,7953.57,0.99,9.21
BBTC,EQ,1836.2,2.51,12811.52,0.5,9.2
FIRSTCRY,EQ,340.6,-1.03,17756.79,2.68,9.2
PHARMABEES,EQ,21.9,0.27,885.27,42.05,9.18
HIMATSEIDE,EQ,158.35,1.19,1991.13,5.75,9.14
NLCINDIA,EQ,231.73,1.06,32132.53,3.92,9.12
ALEMBICLTD,EQ,106.84,2.49,2743.46,8.5,9.11
NIBE,EQ,1513.6,4.99,2163.93,0.62,9.1
SANATHAN,EQ,446.65,-1.5,3769.91,2,9.09
ITI,EQ,266.6,1.62,25617.25,3.38,9.04
AEROFLEX,EQ,166.8,0.46,2157.06,5.37,9
SUNTECK,EQ,409.6,1.07,6000.19,2.21,8.99
MAHLIFE,EQ,323.8,3.24,5022.22,2.8,8.98
PLATIND,EQ,258.1,-5.92,1417.61,3.44,8.88
MMTC,EQ,58.41,2.69,8761.5,15.22,8.86
KNRCON,EQ,226.1,0.78,6358.71,3.85,8.72
PCJEWELLER,EQ,12.37,-0.08,7861.49,69.95,8.67
SDBL,EQ,135.11,0.45,2634.49,6.32,8.5
JAIBALAJI,EQ,110.65,-0.22,10094.12,7.57,8.43
GENUSPOWER,EQ,309.4,1.58,9403.54,2.73,8.41
SAMHI,EQ,184.32,-0.27,4077.27,4.55,8.4
PRINCEPIPE,EQ,279.6,4.06,3091.29,3.06,8.4
GILLETTE,EQ,8165,2.61,26605.83,0.1,8.34
GOLDIAM,EQ,364,-1.05,3887.34,2.27,8.3
THANGAMAYL,EQ,1996.3,0.54,6204.9,0.41,8.26
HDFCSILVER,EQ,93.27,-1.34,660.46,8.87,8.26
APTUS,EQ,321,0.31,16044.03,2.57,8.26
SPANDANA,EQ,297.7,3.48,2122.75,2.78,8.24
NIITLTD,EQ,137.24,0.16,1861.18,5.97,8.23
GSFC,EQ,197.09,0.6,7853.59,4.14,8.17
NETWORK18,EQ,46.25,1.4,7131.75,17.52,8.1
POCL,EQ,795.75,-0.85,2238.02,1.01,8.09
MID150BEES,EQ,211.76,1.13,2141.85,3.83,8.08
MSUMI,EQ,56.93,0.33,25169.37,14.07,8.06
RTNPOWER,EQ,10.6,1.92,5692.31,76.17,8.05
TBZ,EQ,204.52,1.38,1364.77,3.87,8.01
MAFANG,EQ,133.76,4.19,3307.93,6.02,8.01
HDFCSML250,EQ,160.88,1.51,1085.24,4.98,7.98
ALIVUS,EQ,1166.6,2.58,14305.92,0.68,7.96
CARBORUNIV,EQ,962.2,-2.28,18322.47,0.82,7.94
ICIL,EQ,338.05,-0.43,6695.23,2.34,7.85
ACI,EQ,599.3,-1.42,7397.02,1.31,7.84
KRISHANA,EQ,364.35,0.5,2206.23,2.17,7.84
DEVYANI,EQ,176.59,0.62,21301.46,4.41,7.82
LTFOODS,EQ,369,-0.32,12813.63,2.11,7.81
GROWWDEFNC,EQ,77.09,3.39,123.3,10.11,7.77
GPPL,EQ,141.14,1.42,6823.27,5.52,7.77
LIQUID1,EQ,1049.93,0.02,1340.5,0.74,7.73
INDIASHLTR,EQ,883.35,-1.71,9533.62,0.87,7.69
PARAGMILK,EQ,206.52,0.82,2465.35,3.74,7.68
MSTCLTD,EQ,540.55,2.85,3805.47,1.41,7.58
PSUBNKBEES,EQ,73.17,0.1,2723.57,10.31,7.57
RHIM,EQ,459.05,2.24,9479.45,1.64,7.56
INDORAMA,EQ,46.47,19.98,1213.39,16.2,7.53
MOL,EQ,77.56,1.44,1972.46,9.61,7.47
INDOTECH,EQ,2462.2,0.65,2614.86,0.3,7.47
EMSLIMITED,EQ,607.5,-0.66,3373.5,1.21,7.4
SHILPAMED,EQ,691.3,3.26,6760.29,1.08,7.39
ROUTE,EQ,950.9,1.31,5990.44,0.77,7.37
TATAGOLD,EQ,9.21,-0.75,625.34,79.94,7.36
JSFB,EQ,521.3,0.57,5482,1.39,7.23
EIHOTEL,EQ,366.7,0,22932.1,1.96,7.21
SUNDRMFAST,EQ,984.85,3.08,20694.49,0.74,7.2
SANSERA,EQ,1208.3,2.39,7482.01,0.59,7.15
JKIL,EQ,697.15,2.65,5275.02,1.02,7.09
DWARKESH,EQ,45.5,8.2,843.12,15.95,7.08
GRMOVER,EQ,291.5,-1.19,1749,2.41,7.08
NELCO,EQ,877.45,-0.67,2002.2,0.79,7.02
ELIN,EQ,170.09,3.59,844.65,4.08,6.94
SUPRIYA,EQ,677,1.9,5448.69,1.02,6.9
NDRAUTO,EQ,928.6,3.13,2208.7,0.77,6.89
PAISALO,EQ,34.65,-0.77,3125.84,19.81,6.88
NIFTYIETF,EQ,274.9,0.29,29190.74,2.48,6.84
BALMLAWRIE,EQ,220.4,2.36,3768.92,3.1,6.81
LLOYDSENT,EQ,54.16,4.94,6889.84,12.75,6.8
SUVENPHAR,EQ,1071.1,-0.99,27266.45,0.62,6.76
PRECWIRE,EQ,153.26,5.64,2738.11,4.45,6.75
TRIVENI,EQ,426.95,1.29,9345.85,1.58,6.75
LINC,EQ,142.23,5.55,846.11,4.7,6.7
TAC,SM,1304.9,8.47,1367.48,0.53,6.63
JKLAKSHMI,EQ,822.7,1.22,9680.72,0.81,6.62
ABBOTINDIA,EQ,30380,-0.03,64555.38,0.02,6.61
ATUL,EQ,6827.5,-0.6,20101.36,0.1,6.61
BASF,EQ,4603,0.82,19924.38,0.14,6.59
DHAMPURSUG,EQ,138,4.09,902.35,4.81,6.56
RATEGAIN,EQ,476.45,0.45,5624.66,1.37,6.56
IKS,EQ,1648,-0.67,28275.26,0.4,6.55
BUTTERFLY,EQ,765,2.65,1367.79,0.84,6.54
HPL,EQ,436.35,1.96,2805.75,1.5,6.52
LIQUID,EQ,1000,0,561.67,0.64,6.43
GNFC,EQ,488.95,0.72,7184.66,1.31,6.42
MEDANTA,EQ,1245.9,0.35,33463.3,0.51,6.4
KRSNAA,EQ,688.75,0.75,2223.96,0.93,6.39
ASTRAZEN,EQ,8141,-0.59,20352.5,0.08,6.38
JASH,EQ,585.6,2.21,3674.94,1.09,6.35
MAHSEAMLES,EQ,677.4,1.08,9077.11,0.94,6.34
CENTRUM,EQ,26.99,-1.64,1122.87,22.69,6.34
JINDRILL,EQ,628.05,-0.68,1820.16,0.99,6.32
BAJAJHCARE,EQ,555,0.22,1752.87,1.13,6.29
SOLARA,EQ,573.25,4.2,2066.81,1.12,6.28
CYIENTDLM,EQ,464.35,-0.21,3682.58,1.35,6.26
UGROCAP,EQ,184.75,0.45,1721.57,3.39,6.24
PNBGILTS,EQ,97.67,3.64,1758.16,6.3,6.16
MAXESTATES,EQ,446,5.98,7180.6,1.39,6.12
GULFOILLUB,EQ,1200.6,-1.86,5919.49,0.51,6.1
BIKAJI,EQ,702.55,1.77,17605.39,0.87,6.08
SULA,EQ,293,1.05,2473.2,2.07,6.07
NIITMTS,EQ,381.75,5.87,5201.54,1.63,6.06
ORISSAMINE,EQ,5546.5,5.01,3327.9,0.11,5.96
VARROC,EQ,487.75,1.87,7452.16,1.23,5.95
NSIL,EQ,6801.5,1.39,3493.36,0.09,5.94
ASAHIINDIA,EQ,766,2.25,18620.69,0.78,5.91
INFIBEAM,EQ,18.3,1.95,5104.78,32.49,5.91
SJS,EQ,1089.95,0.99,3414.34,0.54,5.91
RAJESHEXPO,EQ,194.8,1.02,5751.66,3.01,5.9
DATAMATICS,EQ,654.75,3.05,3869.99,0.9,5.89
REPCOHOME,EQ,405.05,-0.28,2534.05,1.43,5.86
NACLIND,BE,190.26,5,3794.53,3.08,5.81
ISGEC,EQ,1143.5,4.28,8408.1,0.51,5.78
GHCL,EQ,603.2,-0.7,5775.93,0.95,5.77
CELLO,EQ,582.85,2.43,12874.28,1,5.77
KERNEX,EQ,808.85,2.18,1355.59,0.71,5.75
TATAINVEST,EQ,6113,0.55,30928.9,0.09,5.74
JTLIND,EQ,66.55,2.99,2615.96,8.65,5.72
BOMDYEING,EQ,137.36,1.27,2836.96,4.15,5.7
CAMPUS,EQ,254.08,2.22,7759.56,2.23,5.66
UTIAMC,EQ,1064.7,0.58,13627.15,0.54,5.66
UNIVCABLES,EQ,543.2,2.66,1737.69,1.04,5.64
GOODLUCK,EQ,810.8,2.04,2654.44,0.7,5.63
LTGILTBEES,EQ,28.69,0.14,2695.48,19.61,5.63
ZOTA,EQ,960.1,2.08,2825.58,0.59,5.62
KANPRPLA,EQ,164,12.29,368.59,3.49,5.6
AXISCADES,BE,889.85,5,3781.65,0.63,5.56
SEPC,EQ,14.91,2.47,2331.42,37.63,5.56
SPIC,EQ,82,0,1669.85,6.83,5.56
PENIND,EQ,193.28,0.86,2608.24,2.86,5.53
BAJEL,EQ,185.89,5.61,2148.94,3.02,5.52
CAPACITE,EQ,358.5,-0.24,3033.05,1.53,5.5
ALOKINDS,EQ,17.59,0.92,8733.86,31.17,5.47
TTKPRESTIG,EQ,625,-1.26,8559.37,0.87,5.45
AXISILVER,EQ,96.79,-0.9,199.16,5.64,5.44
GOLDIETF,EQ,80.91,-0.87,7452.22,6.69,5.42
SIYSIL,EQ,725.1,2.3,3289.79,0.75,5.42
UFLEX,EQ,584.85,3.06,4223.29,0.93,5.41
PSB,EQ,29.86,0.37,21187.42,18.06,5.4
HCG,EQ,592.7,2.22,8263.15,0.92,5.4
SUNFLAG,EQ,252.27,4.24,4546.4,2.14,5.4
KELLTONTEC,EQ,116.28,3.92,1133.89,4.69,5.39
ORIENTELEC,EQ,245.55,-0.03,5239.2,2.18,5.36
GROWWMOM50,EQ,10.39,1.27,17.98,51.54,5.34
KPIL,EQ,1017.1,1.36,17369.28,0.52,5.33
JAICORPLTD,EQ,96.08,4.99,1686.25,5.62,5.31
ORIENTTECH,EQ,366.6,5,1526.59,1.46,5.31
REFEX,EQ,413.15,0.67,5337.17,1.26,5.26
ALPHA,EQ,47.5,1.21,628.08,11.06,5.24
IITL,EQ,176.1,-0.02,397.06,3.07,5.23
MASON,SM,122.05,13.96,214.47,4.58,5.22
AWHCL,EQ,564.45,2.4,1602.03,0.91,5.17
ENDURANCE,EQ,2190,1.84,30805.16,0.24,5.15
USHAMART,EQ,312.25,1.26,9515.56,1.65,5.14
DEEPINDS,EQ,422.1,3.23,2701.44,1.22,5.08
FIEMIND,EQ,1612.8,1.27,4244.83,0.31,5.06
KRBL,EQ,317.85,-0.08,7275.27,1.58,5.04
KIRLOSBROS,EQ,1926,1.22,15294.16,0.26,5.04
HONASA,EQ,261,1.76,8487.29,1.95,5.01
GEOJITFSL,EQ,83.75,3.93,2336.84,6.08,5.01
VTL,EQ,477.95,0.29,13821.11,1.04,5
DMCC,EQ,250.05,0.4,623.62,1.97,4.98
BBOX,EQ,427.55,0.92,7240.43,1.16,4.97
APTECHT,EQ,170.18,2.53,987.55,2.89,4.92
VGUARD,EQ,379.75,0.21,16548.71,1.29,4.91
LATENTVIEW,EQ,419.45,-0.62,8660.44,1.16,4.9
IOLCP,EQ,68.5,3.09,2010.66,7.14,4.88
SETFGOLD,EQ,80.87,-0.86,7818.01,5.98,4.84
GPECO,SM,328.25,-6.04,384.41,1.45,4.82
FILATEX,EQ,48,2.85,2130.51,10.11,4.81
WESTLIFE,EQ,701.6,0.64,10919.97,0.68,4.77
THYROCARE,EQ,980.4,-0.32,5195.48,0.48,4.74
IPCALAB,EQ,1413.7,0.68,35866.17,0.34,4.73
TBOTEK,EQ,1198.8,1.55,13017.5,0.39,4.73
HITECH,EQ,94.91,1.44,1927.7,4.94,4.7
SNOWMAN,EQ,54,4.43,902.28,8.65,4.68
ECLERX,EQ,2686.6,-0.66,12801.75,0.17,4.67
UPLPP1,E1,419,-0.3,3835.81,1.11,4.66
OPTIEMUS,EQ,556,1.13,4851.27,0.83,4.64
INDGN,EQ,570.9,-0.15,13702.05,0.81,4.63
IKIO,EQ,221.7,-5.89,1713.31,2.08,4.63
TIPSMUSIC,EQ,646.8,1.83,8268.15,0.71,4.6
DBL,EQ,464.7,-0.63,6794.61,0.98,4.6
GATEWAY,EQ,64.64,2.51,3229.7,7.15,4.58
SERVOTECH,EQ,124.5,-0.11,2796.83,3.67,4.58
ALKYLAMINE,EQ,1705.2,0.38,8719.78,0.27,4.57
DELTACORP,EQ,91.59,0.66,2452.52,4.96,4.55
UDS,EQ,307.5,2.57,2058.81,1.47,4.55
STYLEBAAZA,EQ,320.15,0.11,2388.87,1.41,4.55
HNGSNGBEES,EQ,400.9,1.36,945.59,1.13,4.54
MANYAVAR,EQ,742.1,0.95,18028.87,0.61,4.51
SAHANA,SM,1540,4.69,1360.91,0.29,4.49
PRICOLLTD,EQ,460.1,2.07,5607.77,0.98,4.47
SUMICHEM,EQ,528.4,0.97,26374.86,0.84,4.44
NIACL,EQ,173,-0.17,28510.4,2.55,4.42
ADVENZYMES,EQ,284.5,-1.51,3183.02,1.53,4.42
APS,SM,455,1.88,898.17,0.97,4.42
SILVER1,EQ,94.44,-1.14,1119.98,4.67,4.41
STYLAMIND,EQ,1740,2.85,2948.96,0.25,4.4
YATHARTH,EQ,495.4,0.06,4773.39,0.88,4.36
DLINKINDIA,EQ,503.15,2.15,1786.43,0.87,4.36
PRAKASH,EQ,179.21,-0.33,3209.33,2.41,4.34
INSPIRISYS,EQ,116,4.39,459.56,3.68,4.3
PFS,EQ,35.48,3.86,2278.82,12.18,4.29
MEDIASSIST,EQ,478.55,1.42,3374.86,0.9,4.29
VESUVIUS,EQ,5164.6,3.09,10482.11,0.08,4.29
KSL,EQ,804.15,2.62,3510.36,0.53,4.28
MAHSCOOTER,EQ,11532,-0.03,13179.42,0.04,4.27
GANECOS,EQ,1566.6,-0.27,3988.09,0.27,4.27
DCAL,EQ,211,1.13,3308.12,2.03,4.26
RGL,EQ,119.94,2.29,1286.12,3.57,4.26
SAREGAMA,EQ,546.05,0.34,10528.36,0.77,4.24
MINDTECK,EQ,233.55,4.15,746.24,1.81,4.22
LGBBROSLTD,EQ,1261.5,1.76,4023.23,0.33,4.21
PGIL,EQ,1131.6,2.24,5197.51,0.37,4.17
POKARNA,EQ,974.75,1.74,3022.11,0.43,4.17
SHRIRAMPPS,EQ,82.73,1.3,1409.33,5.07,4.17
GTLINFRA,EQ,1.47,2.08,1882.94,284.25,4.15
VINCOFE,EQ,100.41,1.9,1261.99,4.11,4.12
HINDOILEXP,EQ,186.68,1.25,2469.67,2.18,4.1
